unique_url,url_class
gayexplosions.com,Pornography
wine-lovers-page.com,Alcohol
discoveryschools.com,Education/Reference
casinowatchdogs.com,Gambling
69.60.111.164,General News
rebecca-gayheart.com,Entertainment
cityofbeaumont.com,Public Information
endpcnoise.com,Business
turbodss.com,Online Shopping
allthweb.com,Parked Domain
teenmodel-magazine.com,Extreme
pay-sites.biz,Extreme
infochat.com,Chat
mohgame.com,Games
the-musketeer.com,Entertainment
cynthiahot.com,Pornography
everybodysnet.com,Entertainment
worldofficeproducts.net,Marketing/Merchandising
fallengirls.biz,Potential Criminal Activities
papersheaven.com,School Cheating Information
fzc.dk,Internet Services
worldwar2.be,Personal Pages
sylviasaint.com,Pornography
flix4u.com,Pornography
thefox.com.fr,UNKNOWN
akpharma.com,Business
sylviabrown.org,UNKNOWN
sealonline.co.jp,Games
capitalonline.com,General News
aavl-evi.com,Pornography
infosel.ru,Public Information
shadyrecords.net,Entertainment
thewildfm.com,Entertainment
american-saddlebred.com,Sports
reportgallery.com,Internet Services
messyloads.com,Malicious Sites
cnclounge.com,UNKNOWN
largetech.com,Games
xmradio.com,Entertainment
adelesplace.net,Internet Services
davidbaileymx.com,Sports
lesnouvelles.org,General News
transsexual-directory.com,Pornography
langefrauen.de,Sexual Materials
carolinarustica.com,Online Shopping
paradiseband.com,Marketing/Merchandising
172.152.163.173,UNKNOWN
sonora.com.gt,General News
bannedorgies.com,Pornography
bird.ch,Art/Culture/Heritage
a-1clipart.com,UNKNOWN
temarikai.com,Recreation/Hobbies
smfb.org,Non-Profit/Advocacy/NGO
mobils-d0.org.ru,UNKNOWN
arkansas-adventures.com,Portal Sites
writeronline.us,UNKNOWN
navtec.com,Travel
krissy-marie.com,Pornography
ultimatedbzinfo.com,Parked Domain
shyper.com,Business
ableofficesystems.com,Online Shopping
akvilontravels.ru,Travel
brownharrisstevens.com,Online Shopping
herbalvitality.info,Health
fatandhairy.com,Entertainment
nastiestgalleries.com,Pornography
search4texas-colleges.com,Education/Reference
syktyvkar.ru,UNKNOWN
gelighting.com,Business
firewolf.net,Humor/Comics
eroo.com,Parked Domain
warbird.com,Marketing/Merchandising
dinners.com,Marketing/Merchandising
english-bulldogs-r-us.com,Marketing/Merchandising
imagex.com,Finance/Banking
139.103.100.127,UNKNOWN
legolasslave4eva.com,Pornography
scaryincest.com,Pornography
webvalley.com,Business
velvet-revolver-contraband.com,Parked Domain
valueshop.co.uk,Online Shopping
thecapitol.net,Education/Reference
charges.com,Business
nowentertainmentmagz.com,Pornography
soimmature.com,Marketing/Merchandising
freaky-fetish.com,Pornography
suncompaniesusa.com,Finance/Banking
ewebs2go.com,UNKNOWN
sacitylife.com,Malicious Sites
142.103.44.60,UNKNOWN
jelbab.com,Fashion/Beauty
mwbrooks.com,Personal Pages
hardcoress.com,Pornography
whitetrashslut.net,Pornography
deleite.com.ve,Restaurants
racingstrong.com,Marketing/Merchandising
mistermail.nl,Internet Services
faithmail.com,Web Mail
karosyrup.com,Marketing/Merchandising
clubmail.de,Marketing/Merchandising
uahunter.com.ua,Portal Sites
cubanmusclecrisis.com,Pornography
amathsdictionaryforkids.com,Education/Reference
6n.dk,Pornography
britishairportcars.co.uk,Travel
trailer11.com,Online Shopping
abhardcore.com,Pornography
thumbinvasion.com,Pornography
censo2002.cl,Government/Military
cambridge.edu,Education/Reference
asa2fly.com,Education/Reference
auscstrike.com,Internet Services
activ.kz,Online Shopping
clubfux.com,Pornography
hometheatersound.com,Marketing/Merchandising
lam-online.com,General News
pcclocks.com,UNKNOWN
meskie.com,Pornography
10us.us,UNKNOWN
sexcrazee.com,Pornography
e-pic.com,Online Shopping
berlimescorts.com,Pornography
hotcollegefucking.com,Pornography
ladydorothea125.net,Personal Pages
cpaexamreview.com,Education/Reference
lendingblvd.net,Finance/Banking
hetepornofilmpjes.be,Pornography
ceienterprises.com,Marketing/Merchandising
topdoginc.com,Pornography
niche-archive.net,Pornography
bestnetporno.com,Parked Domain
v222.com,Travel
darkprofits.com,Anonymizers
java.com,Business
wbjewelrychest.com,Online Shopping
azuregreenonline.com,Online Shopping
asians-pleasure.com,Pornography
yahoo.co.il,Portal Sites
ghettopussies.com,Pornography
theconfidentpenis.com,Pornography
mapleislandquilts.com,Marketing/Merchandising
usabluebook-onramp.com,Business
pascoclerk.com,Government/Military
pornobioscoop.nl,Pornography
funprofit.com,UNKNOWN
tcmn.com,Internet Services
buckslib.org,Education/Reference
cliff.com,Business
porn-lull.com,Pornography
daf4f.de,Personal Pages
swimnews.com,Sports
berkeley.org,Education/Reference
vivapanama.org,Entertainment
forex-options.com,Finance/Banking
magicmonstermarketing.com,UNKNOWN
dylt.com,Business
gedpractice.com,Education/Reference
justmetal.com,Fashion/Beauty
ezmachinerylocator.com,Marketing/Merchandising
cheaprentacar.com,Marketing/Merchandising
gknetworks.net,UNKNOWN
vissartfreewallpapers.com,Pornography
awardedtoyou.com,UNKNOWN
gofso.com,Internet Services
wetnwild.dk,Pornography
maxitits.net,Pornography
blackdick4u.com,Pornography
orlandoonline.com,Travel
207.36.3.6,UNKNOWN
amateursexpix.com,Pornography
gulf-shores-alabama.com,Travel
royalholiday.com,Travel
mijore.com,UNKNOWN
mikebrackin.com,Online Shopping
raishows.com,Travel
useourgoodideas.com,UNKNOWN
celebritylinks.com,Pornography
hsv.com.au,Entertainment
deweyballantine.com,Business
nocturna.org,Pornography
coconut-info.com,Health
abswebmail.com,UNKNOWN
josie-maran.com,Nudity
kibblesandbits.com,UNKNOWN
216.127.92.35,UNKNOWN
chrystyna-m.com,UNKNOWN
cbd.net,UNKNOWN
adultgate.net,Pornography
koolcollectibles.com,Online Shopping
superseeker.net,UNKNOWN
wbrs.net,Business
24.243.47.133,UNKNOWN
24.158.113.40,UNKNOWN
brandoninteractive.com,Finance/Banking
mole.com,Entertainment
abouttownsend.com,Public Information
adultpoint.com,Pornography
travisboatingcenter.com,Marketing/Merchandising
jenanne.com,Personal Pages
mvrscca.org,Non-Profit/Advocacy/NGO
patroncitizen.com,UNKNOWN
sportsfansmatch.com,Dating/Personals
rienzihills.com,Forum/Bulletin Boards
hatebush.com,Nudity
judysstaffing.com,Job Search
mala.ca,Education/Reference
newsarticles.com,Pornography
infotile.com.au,Online Shopping
cum2lips.com,Pornography
axti.com,Internet Services
empleosamericas.com,UNKNOWN
hardcoregif.com,Potential Criminal Activities
chocolatecityweb.com,Personal Pages
24.158.135.123,UNKNOWN
zoellis.com,UNKNOWN
drollyankees.com,Online Shopping
e-phonecall.com,Internet Services
snuffxarchive.com,Violence
peoplespornographer.net,Pornography
homebasedbusiness-japan.com,UNKNOWN
healthquest-nf.com,Health
209.126.200.62,UNKNOWN
searchmeta.ru,Malicious Sites
chrcatlanta.org,Real Estate
villeroy-boch.com,Marketing/Merchandising
tweedehands.nl,Portal Sites
ishim.ru,Internet Services
homedesign-consultants.com,Blogs/Wiki
64.119.218.141,UNKNOWN
64.119.218.140,UNKNOWN
ladiesblend.com,Health
phunpages.com,Parked Domain
kungfu.cc,Sports
best-free-cell-phone.com,Internet Services
parkandsell.com,UNKNOWN
theharbinger.org,General News
sportsstandings.com,Sports
digiscript.com,Business
antorcha.org,Politics/Opinion
medic.com,Health
1stcallforweddings.co.uk,Online Shopping
richbabes.com,Pornography
older-daddies.com,Pornography
karieradoma.com,UNKNOWN
freesexocean.com,Pornography
z104fm.com,Entertainment
steelpenguin.com,Internet Services
bestchildrensmusic.com,Entertainment
ericmartsolf.com,Art/Culture/Heritage
nucmet.com,Pornography
shop-british.co.uk,Online Shopping
bushrecall.org,Politics/Opinion
candor.com,Business
oracula.org,Forum/Bulletin Boards
intra-connect.net,Internet Services
brendonsbasement.com,Pornography
iddnews.com,UNKNOWN
ewne5asr.com,UNKNOWN
eureka-usa.com,Travel
207.44.199.12,UNKNOWN
123city.net,Public Information
ipb.org.br,Religion/Ideologies
iglesiapotosina.org,Religion/Ideologies
172.183.152.14,UNKNOWN
worldordert-shirts.com,Online Shopping
emperorclock.com,Online Shopping
leyshan.com,UNKNOWN
dss.mil,Government/Military
qmar.biz,UNKNOWN
york-county.org,Public Information
racinggames.com,Games
nfl-2004.net,Gambling
timberbay.com,Travel
goldusa.com,Entertainment
han.com,Public Information
customcarcolors.com,UNKNOWN
pornvideos.ws,Pornography
click2view.lu,Internet Services
dejana.com,Marketing/Merchandising
mcdonaldsstl.com,Restaurants
kun.nl,Business
soccergirls.com,Sports
ethyx.com,Business
ccac-ont.ca,Health
mindfind.com,Job Search
nakedasylum.com,Pornography
paystation3.com,Games
smalldog.com,Online Shopping
computerplaza.ru,Online Shopping
wear-watches.com,Pornography
stlh.com,Real Estate
ajspcs.com,Games
dell.net,Portal Sites
siora.ru,Business
172.177.232.155,UNKNOWN
floppybank.com,Business
normal.net,Portal Sites
world-literature.com,Education/Reference
216.18.61.222,Web Ads
protocol.com,UNKNOWN
eweekend.ru,Parked Domain
24.218.128.79,UNKNOWN
mywycowgirl.com,Pornography
epicedesigns.com,UNKNOWN
planetdelicious.com,Online Shopping
milesmediagroup.com,Travel
fourleafclover.com,Online Shopping
toytent.com,Online Shopping
timedesign.com,Online Shopping
worshipmybutt.com,Pornography
sf-radio.net,Entertainment
breckpaperdoll.com,Pornography
asidla.org,Non-Profit/Advocacy/NGO
searsportraitstudio.com,Parked Domain
actgear.com,UNKNOWN
myassholehurts.com,Pornography
allmovieportal.net,Entertainment
doesit.info,UNKNOWN
travnet.com,Travel
3v3soccer.com,Sports
usaminutes.tv,Malicious Sites
217.221.34.115,UNKNOWN
animecollection.de,UNKNOWN
larrysworldofgifts.com,UNKNOWN
famosas-desnudas.org,Pornography
69av.net,Pornography
hansoninfosys.com,Internet Services
idealab.com,Internet Services
mikeofbrazil.com,Pornography
lsba.org,Public Information
entfederal.com,Finance/Banking
ppar.com,Finance/Banking
famosasdesnudas.info,Pornography
faultlinebar.com,Pornography
sex-rencontres.com,Malicious Sites
tes.co.uk,Education/Reference
noblepoker.com,Gambling
udauthenticated.com,UNKNOWN
edaltman.com,UNKNOWN
skinedge.com,Pornography
kevmundial.com,Forum/Bulletin Boards
hyplay.com,Software/Hardware
banscrewdrivers.com,Pornography
golddirectory.net,Marketing/Merchandising
tigerfdn.com,Marketing/Merchandising
magswordfinder.com,Education/Reference
ok0551.net,Portal Sites
transmissioncenter.net,Online Shopping
factorywings.com,Marketing/Merchandising
216.65.47.204,Pornography
free-adult-porn-pictures.com,Pornography
eastbaybooks.com,Education/Reference
libertyforall.net,Politics/Opinion
riccardos.com,Restaurants
fetishact.com,Pornography
kaka.ru,UNKNOWN
lovenhurtpoet.com,Art/Culture/Heritage
marionkaplan.com,Art/Culture/Heritage
lifesaving.ca,Sports
showyoursite.com,Web Ads
legamedia.net,Portal Sites
dmreview.com,Business
cartridgesave.co.uk,Online Shopping
translater.com,Parked Domain
mytravelweather.com,Travel
dadsrights.com,Education/Reference
iearnmoneyonline.com,UNKNOWN
performancekites.com,Marketing/Merchandising
perennialclassics.com,UNKNOWN
disturbed.net,Forum/Bulletin Boards
sarcophilus.com,Personal Pages
visionlink.org,Education/Reference
free-adult-stories.info,Pornography
satellite-1.com,Internet Services
waterkant.net,Portal Sites
kids-learning-zone.com,Education/Reference
nozoki-ch.com,Pornography
trackcontrol.com,Marketing/Merchandising
212.135.180.185,UNKNOWN
mytech.it,Shareware/Freeware
lazydba.com,Business
metivierinn.com,Travel
fhmoviegalleries.com,Pornography
adamsrealty.ca,Real Estate
partners.com.ru,UNKNOWN
balancedbodies.com,Pornography
nenature.com,Entertainment
funbug.com,Games
downlinemall.com,Marketing/Merchandising
maxsled.com,Business
easydraft.com,Finance/Banking
happyagency.com,Dating/Personals
traffic-shop.com,Marketing/Merchandising
pussyline.de,Online Shopping
goldspot.com,Online Shopping
homegrownvideo.com,Pornography
simmsfurniture.com,Online Shopping
casinoslot.com,Gambling
mindcoders.com,Business
gaming-house.org,Gambling
ukps2.com,Online Shopping
lpdmusic.com,Entertainment
theworkofgod.org,Religion/Ideologies
sweetadelineintl.org,Entertainment
ukmortgagesonline.com,Finance/Banking
bfarber.com,Forum/Bulletin Boards
gaypornnetwork.com,Pornography
keelys.com,Pornography
24.194.228.117,UNKNOWN
americasflowermarket.com,UNKNOWN
crustyassault.com,Recreation/Hobbies
u-yourtimetolaugh.com,UNKNOWN
yourfreevitamins.com,Health
varietystoreonline.com,UNKNOWN
photoscreens.com,Software/Hardware
megafoods.com,Online Shopping
chesapeakefamily.com,Education/Reference
top-du-cul.com,Pornography
ipiphoto.com,Art/Culture/Heritage
chicago-jobs.biz,Finance/Banking
fgeng.com,Business
madefi.com,Marketing/Merchandising
tenderfuck.com,Pornography
signaturebrands.com,Sports
wholesaleorg.com,Online Shopping
bdmax.com,Pornography
promediainc.net,UNKNOWN
24.210.23.117,UNKNOWN
fabricswheretheriversmeet.com,UNKNOWN
asimports.com,Online Shopping
jockornot.com,Pornography
dirty-school-girls.com,Pornography
chappellenterprise.com,Parked Domain
noangels.de,Online Shopping
victoria-s.com,Pornography
website-recipe.com,UNKNOWN
usvisarequirement.com,Business
camerafeeds.com,Pornography
webmastern.nu,Business
30-30-40-does-not-work.com,Pornography
spicything.com,Pornography
myezinetips.com,UNKNOWN
fineforusto.info,UNKNOWN
18teengirl.com,Pornography
jesusislord.com,Religion/Ideologies
becomeyoung.net,UNKNOWN
cancun-travelnet.com,Travel
ricefestival.com,Restaurants
caninekitchen.com,Online Shopping
datingadsonline.com,Parked Domain
voyeurfoot.com,Pornography
mypointjp.com,UNKNOWN
forestacts.com,Pornography
patiostogo.com,Real Estate
netseek.com,UNKNOWN
compu-mart.com,General News
testkitsexpress.com,Pharmacy
asianmodels.com,Pornography
home-mortgages.net,UNKNOWN
69.13.76.64,UNKNOWN
webmasterebesucher.de,Internet Services
bangintunes.com,UNKNOWN
oldissexy.com,Pornography
roadrunnerecords.com,Parked Domain
passes4all.com,Pornography
bplphoto.co.uk,Public Information
dirtdevil.com,Online Shopping
storycart.com,Education/Reference
ancira.net,UNKNOWN
torture-porn.com,Pornography
homecomingwales.com,UNKNOWN
ledzeppelin.ws,Entertainment
foundlovelife.com,UNKNOWN
ccg.org,Religion/Ideologies
davolvoreta.com,Motor Vehicles
rubiconatlas.com,Education/Reference
indiandesires.com,Pornography
diningware.com,Online Shopping
theworldsex.net,Pornography
carrefourdunet.com,Auctions/Classifieds
iaa.ie,Marketing/Merchandising
68.10.100.159,UNKNOWN
rmls.com,Real Estate
fufor.com,Education/Reference
babymint.com,Business
jacksonsbirds.com,Marketing/Merchandising
cigarettessentdirect.com,Online Shopping
nintendofire.com,Games
blackforum.com,UNKNOWN
hpowercanada.com,Pornography
fantasyforced.com,Malicious Sites
altatennis.org,Sports
airsouthwest.com,Travel
illinois-power.com,Marketing/Merchandising
ifriendswomen.com,Pornography
easyslots.net,Gambling Related
allthepornstars.com,Pornography
travelocity.com,Travel
getgreatdealsonline.net,UNKNOWN
uksexguide.co.uk,Pornography
sexyclube.com.br,Pornography
themagnificentmile.com,Public Information
chestertel.com,UNKNOWN
interpress.ru,Marketing/Merchandising
212.150.51.156,UNKNOWN
mickiesplace.com,Online Shopping
dannysrecords.com,Online Shopping
dvdzap.ca,Online Shopping
olmm.org,Religion/Ideologies
driverack.com,Entertainment
enlmedical.com,Health
onlyfreesamples.com,UNKNOWN
tryoutlinux.com,Business
v-tv.co.kr,Games
energyvortex.com,Public Information
rockinworld.com,Entertainment
geae.com,Business
manga-anime-hentai-bilder.de,Pornography
geoplace.com,General News
azur.fr,Portal Sites
vacations--portal.com,Travel
juegospornox.com,Pornography
candleweb.net,Internet Services
gamblers-palace.com,Gambling
airsoftdynamics.com,Weapons
westchesterlibraries.org,Education/Reference
motorcyclesnz.co.nz,Motor Vehicles
slutmaster.net,Pornography
jimludy.com,Online Shopping
67.166.173.59,UNKNOWN
rivertowncrossings.com,Recreation/Hobbies
wowmodels.com,Pornography
msnn.com,Portal Sites
161.58.246.119,General News
spiritjourney.co.uk,Personal Pages
estoretogo.com,UNKNOWN
hardrocklive.com,Entertainment
thepersonalitytest.com,Parked Domain
shope.ru,Portal Sites
amysbordello.com,Pornography
absolutejapan.com,Online Shopping
tyrellgalleries.com,Pornography
sunnyscript.com,Business
ntc.ru,Education/Reference
demonscycle.com,Marketing/Merchandising
porn4pix.com,Pornography
toptur.ru,Travel
homebasedbusiness.org.uk,UNKNOWN
venue-tickets.com,Business
qualitytools4less.com,Online Shopping
beatthebandit.com,Parked Domain
logotiposmoviles.com,Mobile Phone
myhealthpro.net,Health
maniahill.com,Humor/Comics
atpeace.com,Online Shopping
blakeandpaige.com,UNKNOWN
a-orgia.net,Pornography
procesofoto.com.mx,Business
toursaver.com,Online Shopping
host-x.net,Pornography
wiserads.com,UNKNOWN
91f.net,Portal Sites
neocortex.co.uk,Parked Domain
coloryourprofile.com,Marketing/Merchandising
free-nude-celebrities-pictures.dk,Pornography
storezonline.com,Internet Services
terraxsite.com,Business
goldwheels.com,Marketing/Merchandising
workinhomebusiness.com,UNKNOWN
avonwalk.org,Health
shannon-elizabeth-pictures.com,Entertainment
iminteractive.net,Business
southernstandard.com,General News
pine.com,Finance/Banking
carder.org,UNKNOWN
youngforeverhgh.com,UNKNOWN
websamba.com,Personal Pages
columbinehighschool.com,Parked Domain
alacartetv.com,Health
vikstarboots.com,Fashion/Beauty
cs.net,Business
ticklingparadise.com,Pornography
harris1.com,Personal Pages
collegeillinois.com,Education/Reference
latinassorti.com,Entertainment
prodownline.com,UNKNOWN
newsexstars.com,Pornography
kerry-04.com,Politics/Opinion
pcpowersystem.com,Business
68.50.144.123,UNKNOWN
freesexpeek.com,Pornography
chatfreeway.com,Chat
chitogenics.com,Online Shopping
award.kz,Entertainment
brooksbuford.com,Pornography
redwoodbarn.com,Marketing/Merchandising
logaprotect.com,UNKNOWN
pkids.org,Public Information
orchid-maunalani.com,Travel
aolpic.net.tf,Personal Pages
llpsite.com,Business
denverbryan.com,Art/Culture/Heritage
six-thousand-chicken-fa-ji-tas.org,Entertainment
scu.edu,Education/Reference
celebrity-deluxe.com,Pornography
aviatorrecords.com,Entertainment
physicscentral.com,Education/Reference
rusworld.de,Forum/Bulletin Boards
hotpornosites.com,Pornography
free-porn.com,Pornography
tafsc.com,Personal Pages
dailyblacksex.com,Pornography
